OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
Vihti;355641;6700134;Vihti;226;19660718;1966;7;18;3355000;6705000;15.8;20.3;12.6;1.0;12033;15.43;656.90;196.0
Vihti;355641;6700134;Vihti;226;19660719;1966;7;19;3355000;6705000;19.3;26.6;9.3;0.0;25616;13.93;671.20;196.0
Vihti;355641;6700134;Vihti;226;19660720;1966;7;20;3355000;6705000;20.6;28.2;10.7;0.0;25357;15.31;686.80;196.0
Vihti;355641;6700134;Vihti;226;19660721;1966;7;21;3355000;6705000;21.8;28.4;12.9;0.0;20116;17.42;703.60;196.0
Vihti;355641;6700134;Vihti;226;19660722;1966;7;22;3355000;6705000;21.6;27.8;16.7;4.0;22700;16.82;720.20;200.0
Vihti;355641;6700134;Vihti;226;19660723;1966;7;23;3355000;6705000;20.7;27.7;10.9;0.0;24903;16.37;735.90;200.0
Vihti;355641;6700134;Vihti;226;19660724;1966;7;24;3355000;6705000;21.8;28.1;11.4;0.0;25846;17.87;752.70;200.0
Vihti;355641;6700134;Vihti;226;19660725;1966;7;25;3355000;6705000;22.0;28.1;13.6;0.0;23991;18.69;769.70;200.0
Vihti;355641;6700134;Vihti;226;19660726;1966;7;26;3355000;6705000;19.8;24.1;17.2;19.0;19428;17.94;784.50;219.0
Vihti;355641;6700134;Vihti;226;19660727;1966;7;27;3355000;6705000;16.6;18.7;15.0;12.0;7788;18.06;796.10;231.0
Vihti;355641;6700134;Vihti;226;19660728;1966;7;28;3355000;6705000;16.5;20.0;14.7;0.0;15197;14.84;807.60;231.0
Vihti;355641;6700134;Vihti;226;19660729;1966;7;29;3355000;6705000;14.5;20.8;7.7;0.0;21158;11.97;817.10;231.0
Vihti;355641;6700134;Vihti;226;19660730;1966;7;30;3355000;6705000;15.4;21.2;5.9;1.0;18753;13.44;827.50;232.0
Vihti;355641;6700134;Vihti;226;19660731;1966;7;31;3355000;6705000;15.0;19.2;10.3;5.0;18867;13.90;837.50;237.0
Vihti;355641;6700134;Vihti;226;19660801;1966;8;1;3355000;6705000;15.2;19.6;11.5;0.0;16417;13.59;847.70;237.0
Vihti;355641;6700134;Vihti;226;19660802;1966;8;2;3355000;6705000;16.0;21.5;7.1;0.0;20407;13.43;858.70;237.0
Vihti;355641;6700134;Vihti;226;19660803;1966;8;3;3355000;6705000;18.5;22.5;12.7;2.0;21069;13.92;872.20;239.0
Vihti;355641;6700134;Vihti;226;19660804;1966;8;4;3355000;6705000;15.4;19.9;9.8;0.0;18720;13.27;882.60;239.0
Vihti;355641;6700134;Vihti;226;19660805;1966;8;5;3355000;6705000;15.3;20.0;9.9;13.0;8074;14.15;892.90;252.0
Vihti;355641;6700134;Vihti;226;19660806;1966;8;6;3355000;6705000;15.7;19.6;12.9;0.0;14846;14.02;903.60;252.0
Vihti;355641;6700134;Vihti;226;19660807;1966;8;7;3355000;6705000;13.8;18.0;7.4;0.0;13058;14.50;912.40;252.0
Vihti;355641;6700134;Vihti;226;19660808;1966;8;8;3355000;6705000;16.1;21.2;12.1;0.0;14142;14.18;923.50;252.0
Vihti;355641;6700134;Vihti;226;19660809;1966;8;9;3355000;6705000;17.2;21.6;12.4;0.0;14791;16.09;935.70;252.0
Vihti;355641;6700134;Vihti;226;19660810;1966;8;10;3355000;6705000;15.3;18.6;12.5;6.0;10397;15.91;946.00;258.0
Vihti;355641;6700134;Vihti;226;19660811;1966;8;11;3355000;6705000;14.1;18.6;8.7;4.0;10959;14.20;955.10;262.0
Vihti;355641;6700134;Vihti;226;19660812;1966;8;12;3355000;6705000;15.0;19.5;11.6;2.0;13163;15.03;965.10;264.0
Vihti;355641;6700134;Vihti;226;19660813;1966;8;13;3355000;6705000;13.3;17.6;10.2;0.0;9311;13.78;973.40;264.0
Vihti;355641;6700134;Vihti;226;19660814;1966;8;14;3355000;6705000;12.5;17.8;4.8;0.0;9751;13.27;980.90;264.0
Vihti;355641;6700134;Vihti;226;19660815;1966;8;15;3355000;6705000;14.5;16.9;11.9;1.0;10561;14.28;990.40;265.0
Vihti;355641;6700134;Vihti;226;19660816;1966;8;16;3355000;6705000;12.4;16.8;6.3;0.0;13835;10.09;997.80;265.0
Vihti;355641;6700134;Vihti;226;19660817;1966;8;17;3355000;6705000;12.6;20.1;0.9;0.0;13242;11.57;1005.40;265.0
Vihti;355641;6700134;Vihti;226;19660818;1966;8;18;3355000;6705000;15.8;19.8;12.6;0.0;9740;14.63;1016.20;265.0
Vihti;355641;6700134;Vihti;226;19660819;1966;8;19;3355000;6705000;13.2;20.6;7.7;0.0;18425;11.87;1024.40;265.0
Vihti;355641;6700134;Vihti;226;19660820;1966;8;20;3355000;6705000;13.1;20.5;5.0;0.0;16099;13.45;1032.50;265.0
Vihti;355641;6700134;Vihti;226;19660821;1966;8;21;3355000;6705000;14.7;19.4;10.9;0.0;15709;12.10;1042.20;265.0
Vihti;355641;6700134;Vihti;226;19660822;1966;8;22;3355000;6705000;10.2;18.6;1.0;0.0;16269;9.24;1047.40;265.0
Vihti;355641;6700134;Vihti;226;19660823;1966;8;23;3355000;6705000;11.2;16.3;4.1;0.0;18642;8.79;1053.60;265.0
Vihti;355641;6700134;Vihti;226;19660824;1966;8;24;3355000;6705000;11.8;17.0;6.0;0.0;16409;8.38;1060.40;265.0
Vihti;355641;6700134;Vihti;226;19660825;1966;8;25;3355000;6705000;10.4;18.3;1.6;0.0;16779;8.99;1065.80;265.0
Vihti;355641;6700134;Vihti;226;19660826;1966;8;26;3355000;6705000;9.5;19.4;-0.2;0.0;16314;8.64;1070.30;265.0
Vihti;355641;6700134;Vihti;226;19660827;1966;8;27;3355000;6705000;12.7;20.3;3.3;0.0;15976;10.80;1078.00;265.0
Vihti;355641;6700134;Vihti;226;19660828;1966;8;28;3355000;6705000;9.1;14.7;4.1;0.0;18666;7.66;1082.10;265.0
Vihti;355641;6700134;Vihti;226;19660829;1966;8;29;3355000;6705000;7.6;16.1;-3.3;0.0;13004;7.64;1084.70;265.0
Vihti;355641;6700134;Vihti;226;19660830;1966;8;30;3355000;6705000;12.9;17.9;7.9;0.0;9136;11.93;1092.60;265.0
Vihti;355641;6700134;Vihti;226;19660831;1966;8;31;3355000;6705000;12.0;18.9;5.0;0.0;13478;10.86;1099.60;265.0
Vihti;355641;6700134;Vihti;226;19660901;1966;9;1;3355000;6705000;11.4;18.6;1.9;8.0;12657;10.91;1106.00;273.0
Vihti;355641;6700134;Vihti;226;19660902;1966;9;2;3355000;6705000;13.4;15.0;12.4;3.0;4905;14.34;1114.40;276.0
Vihti;355641;6700134;Vihti;226;19660903;1966;9;3;3355000;6705000;13.5;17.3;10.2;6.0;7419;14.16;1122.90;282.0
Vihti;355641;6700134;Vihti;226;19660904;1966;9;4;3355000;6705000;13.6;17.8;11.0;0.0;8767;14.38;1131.50;282.0
Vihti;355641;6700134;Vihti;226;19660905;1966;9;5;3355000;6705000;12.7;17.0;7.6;0.0;9443;13.72;1139.20;282.0
Vihti;355641;6700134;Vihti;226;19660906;1966;9;6;3355000;6705000;13.0;14.1;11.1;5.0;5188;14.24;1147.20;287.0
Vihti;355641;6700134;Vihti;226;19660907;1966;9;7;3355000;6705000;13.0;14.7;9.7;12.0;5191;13.64;1155.20;299.0
Vihti;355641;6700134;Vihti;226;19660908;1966;9;8;3355000;6705000;12.4;15.5;10.9;0.0;9062;11.83;1162.60;299.0
Vihti;355641;6700134;Vihti;226;19660909;1966;9;9;3355000;6705000;7.0;11.1;3.3;0.0;14251;6.33;1164.60;299.0
Vihti;355641;6700134;Vihti;226;19660910;1966;9;10;3355000;6705000;5.7;9.5;1.0;0.0;8883;7.03;1165.30;299.0
Vihti;355641;6700134;Vihti;226;19660911;1966;9;11;3355000;6705000;7.6;13.3;1.1;3.0;9426;8.72;1167.90;302.0
Vihti;355641;6700134;Vihti;226;19660912;1966;9;12;3355000;6705000;10.7;13.6;8.1;0.0;7227;10.27;1173.60;302.0
Vihti;355641;6700134;Vihti;226;19660913;1966;9;13;3355000;6705000;7.6;11.9;0.5;10.0;6015;9.96;1176.20;312.0
Vihti;355641;6700134;Vihti;226;19660914;1966;9;14;3355000;6705000;12.0;16.7;8.9;3.0;9192;12.74;1183.20;315.0
Vihti;355641;6700134;Vihti;226;19660915;1966;9;15;3355000;6705000;11.4;14.2;9.1;6.0;3900;12.66;1189.60;321.0
Vihti;355641;6700134;Vihti;226;19660916;1966;9;16;3355000;6705000;10.8;14.1;7.6;0.0;8060;9.97;1195.40;321.0
Vihti;355641;6700134;Vihti;226;19660917;1966;9;17;3355000;6705000;9.4;13.2;6.5;0.0;10905;8.17;1199.80;321.0
Vihti;355641;6700134;Vihti;226;19660918;1966;9;18;3355000;6705000;7.0;10.1;3.5;0.0;6854;7.68;1201.80;321.0
Vihti;355641;6700134;Vihti;226;19660919;1966;9;19;3355000;6705000;5.5;11.7;-2.6;0.0;8317;7.32;1202.30;321.0
Vihti;355641;6700134;Vihti;226;19660920;1966;9;20;3355000;6705000;10.8;16.0;6.0;0.0;8670;8.35;1208.10;321.0
Vihti;355641;6700134;Vihti;226;19660921;1966;9;21;3355000;6705000;6.9;10.3;4.0;1.0;6711;7.33;1210.00;322.0
Vihti;355641;6700134;Vihti;226;19660922;1966;9;22;3355000;6705000;5.6;9.5;-1.8;3.0;6271;7.23;1210.60;325.0
Vihti;355641;6700134;Vihti;226;19660923;1966;9;23;3355000;6705000;5.4;8.3;2.3;0.0;7914;6.91;1211.00;325.0
Vihti;355641;6700134;Vihti;226;19660924;1966;9;24;3355000;6705000;6.7;10.7;2.4;2.0;5326;8.48;1212.70;327.0
Vihti;355641;6700134;Vihti;226;19660925;1966;9;25;3355000;6705000;4.0;8.0;-0.1;0.0;6143;6.80;1212.70;327.0
Vihti;355641;6700134;Vihti;226;19660926;1966;9;26;3355000;6705000;3.6;8.5;-2.1;3.0;2986;7.56;1212.70;330.0
Vihti;355641;6700134;Vihti;226;19660927;1966;9;27;3355000;6705000;2.1;5.4;-0.2;1.0;8412;5.67;1212.70;331.0
Vihti;355641;6700134;Vihti;226;19660928;1966;9;28;3355000;6705000;1.6;3.9;-0.3;0.0;6500;5.90;1212.70;331.0
Vihti;355641;6700134;Vihti;226;19660929;1966;9;29;3355000;6705000;2.4;7.8;-3.5;0.0;8226;5.12;1212.70;331.0
Vihti;355641;6700134;Vihti;226;19660930;1966;9;30;3355000;6705000;4.1;8.3;-2.5;1.0;3022;7.89;1212.70;332.0
Vihti;355641;6700134;Vihti;226;19661001;1966;10;1;3355000;6705000;6.3;9.9;1.2;0.0;4647;8.45;1214.00;332.0
Vihti;355641;6700134;Vihti;226;19661002;1966;10;2;3355000;6705000;9.7;13.6;3.7;1.0;4930;11.55;1218.70;333.0
Vihti;355641;6700134;Vihti;226;19661003;1966;10;3;3355000;6705000;11.7;13.0;10.3;1.0;4014;12.70;1225.40;334.0
Vihti;355641;6700134;Vihti;226;19661004;1966;10;4;3355000;6705000;11.1;13.0;10.1;11.0;1943;13.57;1231.50;345.0
Vihti;355641;6700134;Vihti;226;19661005;1966;10;5;3355000;6705000;5.2;12.5;0.5;0.0;5227;8.56;1231.70;345.0
Vihti;355641;6700134;Vihti;226;19661006;1966;10;6;3355000;6705000;2.2;10.8;-4.1;0.0;7971;5.87;1231.70;345.0
Vihti;355641;6700134;Vihti;226;19661007;1966;10;7;3355000;6705000;5.9;9.8;-3.7;0.0;6620;6.45;1232.60;345.0
Vihti;355641;6700134;Vihti;226;19661008;1966;10;8;3355000;6705000;9.6;10.3;7.1;0.0;1883;11.78;1237.20;345.0
Vihti;355641;6700134;Vihti;226;19661009;1966;10;9;3355000;6705000;6.8;10.5;4.9;0.0;1682;10.67;1239.00;345.0
Vihti;355641;6700134;Vihti;226;19661010;1966;10;10;3355000;6705000;0.2;5.0;-3.2;0.0;6999;4.95;1239.00;345.0
Vihti;355641;6700134;Vihti;226;19661011;1966;10;11;3355000;6705000;0.6;4.8;-7.3;1.0;6062;4.59;1239.00;346.0
Vihti;355641;6700134;Vihti;226;19661012;1966;10;12;3355000;6705000;3.0;4.9;1.2;2.0;2110;7.37;1239.00;348.0
Vihti;355641;6700134;Vihti;226;19661013;1966;10;13;3355000;6705000;2.6;4.8;-0.7;0.0;3299;6.10;1239.00;348.0
Vihti;355641;6700134;Vihti;226;19661014;1966;10;14;3355000;6705000;4.0;6.4;-1.8;0.0;2647;7.38;1239.00;348.0
Vihti;355641;6700134;Vihti;226;19661015;1966;10;15;3355000;6705000;5.3;7.3;4.7;0.0;2596;7.44;1239.30;348.0
Vihti;355641;6700134;Vihti;226;19661016;1966;10;16;3355000;6705000;6.7;8.4;3.3;0.0;2016;9.12;1241.00;348.0
Vihti;355641;6700134;Vihti;226;19661017;1966;10;17;3355000;6705000;7.9;8.4;7.2;1.0;2072;10.37;1243.90;349.0
Vihti;355641;6700134;Vihti;226;19661018;1966;10;18;3355000;6705000;8.3;8.6;7.5;0.0;1703;10.79;1247.20;349.0
Vihti;355641;6700134;Vihti;226;19661019;1966;10;19;3355000;6705000;8.4;9.8;7.7;0.0;1602;11.01;1250.60;349.0
Vihti;355641;6700134;Vihti;226;19661020;1966;10;20;3355000;6705000;7.8;8.4;7.3;9.0;1727;10.15;1253.40;358.0
Vihti;355641;6700134;Vihti;226;19661021;1966;10;21;3355000;6705000;8.5;9.5;7.2;3.0;1826;10.27;1256.90;361.0
Vihti;355641;6700134;Vihti;226;19661022;1966;10;22;3355000;6705000;8.8;9.5;8.4;17.0;1166;11.01;1260.70;378.0
Vihti;355641;6700134;Vihti;226;19661023;1966;10;23;3355000;6705000;8.0;8.6;7.5;5.0;2213;10.37;1263.70;383.0
Vihti;355641;6700134;Vihti;226;19661024;1966;10;24;3355000;6705000;6.5;8.2;6.2;0.0;1650;9.40;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661025;1966;10;25;3355000;6705000;2.7;6.8;2.5;0.0;3414;6.48;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661026;1966;10;26;3355000;6705000;-0.8;4.6;-2.9;0.0;3373;5.22;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661027;1966;10;27;3355000;6705000;-4.6;1.2;-7.1;0.0;3940;4.15;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661028;1966;10;28;3355000;6705000;-4.7;0.9;-9.4;0.0;3550;3.91;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661029;1966;10;29;3355000;6705000;-5.2;1.4;-8.1;0.0;3745;4.24;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661030;1966;10;30;3355000;6705000;-6.1;-1.4;-12.1;0.0;3446;3.25;1265.20;383.0
Vihti;355641;6700134;Vihti;226;19661031;1966;10;31;3355000;6705000;1.0;5.9;-9.9;1.0;2284;6.10;1265.20;384.0
Vihti;355641;6700134;Vihti;226;19661101;1966;11;1;3355000;6705000;2.6;5.1;1.5;0.0;1713;6.52;1265.20;384.0
Vihti;355641;6700134;Vihti;226;19661102;1966;11;2;3355000;6705000;0.6;2.2;-2.2;0.0;1712;5.57;1265.20;384.0
Vihti;355641;6700134;Vihti;226;19661103;1966;11;3;3355000;6705000;0.3;3.1;-2.0;0.0;1951;4.66;1265.20;384.0
Vihti;355641;6700134;Vihti;226;19661104;1966;11;4;3355000;6705000;1.9;4.1;-2.8;1.0;2432;5.40;1265.20;385.0
Vihti;355641;6700134;Vihti;226;19661105;1966;11;5;3355000;6705000;4.1;3.8;0.2;0.0;1276;6.53;1265.20;385.0
Vihti;355641;6700134;Vihti;226;19661106;1966;11;6;3355000;6705000;6.4;7.6;3.0;0.0;1566;8.79;1266.60;385.0
Vihti;355641;6700134;Vihti;226;19661107;1966;11;7;3355000;6705000;7.0;7.8;3.9;0.0;1187;9.11;1268.60;385.0
Vihti;355641;6700134;Vihti;226;19661108;1966;11;8;3355000;6705000;6.0;7.1;5.2;0.0;1202;9.09;1269.60;385.0
Vihti;355641;6700134;Vihti;226;19661109;1966;11;9;3355000;6705000;5.0;5.7;4.2;2.0;922;8.52;1269.60;387.0
Vihti;355641;6700134;Vihti;226;19661110;1966;11;10;3355000;6705000;4.7;5.6;3.1;6.0;1094;8.30;1269.60;393.0
Vihti;355641;6700134;Vihti;226;19661111;1966;11;11;3355000;6705000;1.4;6.7;0.3;0.0;1145;7.16;1269.60;393.0
Vihti;355641;6700134;Vihti;226;19661112;1966;11;12;3355000;6705000;-3.6;0.4;-6.4;0.0;2256;4.44;1269.60;393.0
Vihti;355641;6700134;Vihti;226;19661113;1966;11;13;3355000;6705000;-0.7;3.3;-7.8;1.0;1822;5.07;1269.60;394.0
Vihti;355641;6700134;Vihti;226;19661114;1966;11;14;3355000;6705000;3.3;5.6;0.1;2.0;1038;7.70;1269.60;396.0
Vihti;355641;6700134;Vihti;226;19661115;1966;11;15;3355000;6705000;1.9;5.5;0.2;2.0;1069;5.95;1269.60;398.0
Vihti;355641;6700134;Vihti;226;19661116;1966;11;16;3355000;6705000;1.4;2.9;0.1;3.0;983;6.48;1269.60;401.0
Vihti;355641;6700134;Vihti;226;19661117;1966;11;17;3355000;6705000;1.4;2.9;0.6;1.0;880;6.59;1269.60;402.0
Vihti;355641;6700134;Vihti;226;19661118;1966;11;18;3355000;6705000;-0.3;1.8;-0.4;0.0;956;5.82;1269.60;402.0
Vihti;355641;6700134;Vihti;226;19661119;1966;11;19;3355000;6705000;-2.9;-0.4;-5.7;0.0;1230;4.04;1269.60;402.0
Vihti;355641;6700134;Vihti;226;19661120;1966;11;20;3355000;6705000;-0.3;2.3;-4.3;4.0;885;5.77;1269.60;406.0
Vihti;355641;6700134;Vihti;226;19661121;1966;11;21;3355000;6705000;0.9;2.8;0.1;18.0;858;6.59;1269.60;424.0
Vihti;355641;6700134;Vihti;226;19661122;1966;11;22;3355000;6705000;0.1;0.8;0.2;3.0;705;6.20;1269.60;427.0
Vihti;355641;6700134;Vihti;226;19661123;1966;11;23;3355000;6705000;0.5;1.4;-0.9;0.0;801;6.52;1269.60;427.0
Vihti;355641;6700134;Vihti;226;19661124;1966;11;24;3355000;6705000;1.0;1.5;0.4;1.0;808;6.33;1269.60;428.0
Vihti;355641;6700134;Vihti;226;19661125;1966;11;25;3355000;6705000;1.0;1.9;0.5;1.0;766;6.62;1269.60;429.0
Vihti;355641;6700134;Vihti;226;19661126;1966;11;26;3355000;6705000;0.2;1.3;0.1;3.0;780;6.01;1269.60;432.0
Vihti;355641;6700134;Vihti;226;19661127;1966;11;27;3355000;6705000;0.9;2.6;-2.7;1.0;965;6.12;1269.60;433.0
Vihti;355641;6700134;Vihti;226;19661128;1966;11;28;3355000;6705000;2.3;3.4;1.3;8.0;740;6.74;1269.60;441.0
Vihti;355641;6700134;Vihti;226;19661129;1966;11;29;3355000;6705000;1.4;2.8;1.4;2.0;725;6.61;1269.60;443.0
Vihti;355641;6700134;Vihti;226;19661130;1966;11;30;3355000;6705000;-0.7;1.8;-1.7;0.0;786;4.61;1269.60;443.0
Vihti;355641;6700134;Vihti;226;19661201;1966;12;1;3355000;6705000;-0.4;-0.4;-1.6;2.0;693;5.01;1269.60;445.0
Vihti;355641;6700134;Vihti;226;19661202;1966;12;2;3355000;6705000;1.2;2.3;-0.8;2.0;678;6.32;1269.60;447.0
Vihti;355641;6700134;Vihti;226;19661203;1966;12;3;3355000;6705000;2.4;3.6;1.3;15.0;663;6.71;1269.60;462.0
Vihti;355641;6700134;Vihti;226;19661204;1966;12;4;3355000;6705000;2.4;3.8;1.2;4.0;651;6.83;1269.60;466.0
Vihti;355641;6700134;Vihti;226;19661205;1966;12;5;3355000;6705000;0.6;2.5;0.4;0.0;591;6.48;1269.60;466.0
Vihti;355641;6700134;Vihti;226;19661206;1966;12;6;3355000;6705000;-3.0;0.7;-4.1;0.0;608;4.23;1269.60;466.0
Vihti;355641;6700134;Vihti;226;19661207;1966;12;7;3355000;6705000;-5.2;-4.0;-6.1;0.0;736;3.45;1269.60;466.0
Vihti;355641;6700134;Vihti;226;19661208;1966;12;8;3355000;6705000;-5.4;-4.5;-8.0;0.0;699;3.38;1269.60;466.0
Vihti;355641;6700134;Vihti;226;19661209;1966;12;9;3355000;6705000;-4.8;-4.4;-6.0;2.0;615;3.33;1269.60;468.0
Vihti;355641;6700134;Vihti;226;19661210;1966;12;10;3355000;6705000;-3.7;-3.0;-6.1;1.0;557;4.24;1269.60;469.0
Vihti;355641;6700134;Vihti;226;19661211;1966;12;11;3355000;6705000;-4.2;0.2;-3.6;0.0;574;4.32;1269.60;469.0
Vihti;355641;6700134;Vihti;226;19661212;1966;12;12;3355000;6705000;-7.8;-3.5;-9.5;3.0;566;3.33;1269.60;472.0
Vihti;355641;6700134;Vihti;226;19661213;1966;12;13;3355000;6705000;-7.9;-3.1;-9.1;1.0;606;3.01;1269.60;473.0
Vihti;355641;6700134;Vihti;226;19661214;1966;12;14;3355000;6705000;-8.1;-6.4;-7.9;2.0;677;2.83;1269.60;475.0
Vihti;355641;6700134;Vihti;226;19661215;1966;12;15;3355000;6705000;-12.8;-7.5;-14.6;1.0;649;1.85;1269.60;476.0
Vihti;355641;6700134;Vihti;226;19661216;1966;12;16;3355000;6705000;-16.9;-14.3;-20.9;0.0;825;1.35;1269.60;476.0
Vihti;355641;6700134;Vihti;226;19661217;1966;12;17;3355000;6705000;-12.4;-6.4;-21.7;0.0;552;1.84;1269.60;476.0
Vihti;355641;6700134;Vihti;226;19661218;1966;12;18;3355000;6705000;-3.8;-2.5;-7.5;6.0;502;4.17;1269.60;482.0
Vihti;355641;6700134;Vihti;226;19661219;1966;12;19;3355000;6705000;-1.4;-0.2;-3.0;1.0;533;5.44;1269.60;483.0
Vihti;355641;6700134;Vihti;226;19661220;1966;12;20;3355000;6705000;-3.8;-0.5;-6.0;2.0;532;4.40;1269.60;485.0
Vihti;355641;6700134;Vihti;226;19661221;1966;12;21;3355000;6705000;-5.7;-4.6;-7.7;1.0;536;3.53;1269.60;486.0
Vihti;355641;6700134;Vihti;226;19661222;1966;12;22;3355000;6705000;-6.5;-4.4;-6.7;0.0;537;3.53;1269.60;486.0
Vihti;355641;6700134;Vihti;226;19661223;1966;12;23;3355000;6705000;-7.0;-6.7;-9.9;0.0;579;3.05;1269.60;486.0
Vihti;355641;6700134;Vihti;226;19661224;1966;12;24;3355000;6705000;-3.8;-3.3;-6.8;5.0;510;4.20;1269.60;491.0
Vihti;355641;6700134;Vihti;226;19661225;1966;12;25;3355000;6705000;-1.7;0.3;-4.5;0.0;541;5.31;1269.60;491.0
Vihti;355641;6700134;Vihti;226;19661226;1966;12;26;3355000;6705000;-2.8;-0.4;-3.7;1.0;535;4.74;1269.60;492.0
Vihti;355641;6700134;Vihti;226;19661227;1966;12;27;3355000;6705000;-4.0;-3.0;-6.1;1.0;499;3.92;1269.60;493.0
Vihti;355641;6700134;Vihti;226;19661228;1966;12;28;3355000;6705000;-3.4;-1.8;-6.5;4.0;543;4.46;1269.60;497.0
Vihti;355641;6700134;Vihti;226;19661229;1966;12;29;3355000;6705000;-3.7;-1.7;-5.1;0.0;563;4.01;1269.60;497.0
Vihti;355641;6700134;Vihti;226;19661230;1966;12;30;3355000;6705000;-2.1;-1.4;-4.2;4.0;576;4.65;1269.60;501.0
Vihti;355641;6700134;Vihti;226;19661231;1966;12;31;3355000;6705000;0.3;1.8;-1.5;2.0;574;6.26;1269.60;503.0
Vihti;355641;6700134;Vihti;226;19670101;1967;1;1;3355000;6705000;0.5;0.8;-0.1;4.0;564;5.96;0.00;4.0
Vihti;355641;6700134;Vihti;226;19670102;1967;1;2;3355000;6705000;0.4;1.0;0.0;1.0;645;5.92;0.00;5.0
Vihti;355641;6700134;Vihti;226;19670103;1967;1;3;3355000;6705000;-1.8;0.4;-2.9;2.0;624;5.18;0.00;7.0
Vihti;355641;6700134;Vihti;226;19670104;1967;1;4;3355000;6705000;-4.2;-2.9;-5.0;0.0;654;4.29;0.00;7.0
Vihti;355641;6700134;Vihti;226;19670105;1967;1;5;3355000;6705000;-5.2;-4.6;-5.6;1.0;571;3.85;0.00;8.0
Vihti;355641;6700134;Vihti;226;19670106;1967;1;6;3355000;6705000;-6.5;-5.5;-11.4;0.0;675;3.36;0.00;8.0
Vihti;355641;6700134;Vihti;226;19670107;1967;1;7;3355000;6705000;-7.8;-5.7;-9.8;0.0;753;2.87;0.00;8.0
Vihti;355641;6700134;Vihti;226;19670108;1967;1;8;3355000;6705000;-10.8;-7.3;-15.2;1.0;745;3.16;0.00;9.0
Vihti;355641;6700134;Vihti;226;19670109;1967;1;9;3355000;6705000;-17.4;-7.9;-28.2;0.0;1177;1.48;0.00;9.0
Vihti;355641;6700134;Vihti;226;19670110;1967;1;10;3355000;6705000;-11.9;-5.9;-31.2;1.0;857;2.75;0.00;10.0
Vihti;355641;6700134;Vihti;226;19670111;1967;1;11;3355000;6705000;-9.7;-3.5;-11.1;0.0;937;3.02;0.00;10.0
Vihti;355641;6700134;Vihti;226;19670112;1967;1;12;3355000;6705000;-18.4;-10.9;-26.3;0.0;1216;1.06;0.00;10.0
Vihti;355641;6700134;Vihti;226;19670113;1967;1;13;3355000;6705000;-12.0;-3.0;-24.4;2.0;817;2.91;0.00;12.0
Vihti;355641;6700134;Vihti;226;19670114;1967;1;14;3355000;6705000;-9.9;-3.0;-15.0;0.0;993;2.97;0.00;12.0
Vihti;355641;6700134;Vihti;226;19670115;1967;1;15;3355000;6705000;-16.9;-13.3;-24.8;0.0;1436;1.03;0.00;12.0
Vihti;355641;6700134;Vihti;226;19670116;1967;1;16;3355000;6705000;-8.4;-1.8;-26.1;1.0;825;3.46;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670117;1967;1;17;3355000;6705000;0.4;1.4;-1.5;0.0;825;5.94;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670118;1967;1;18;3355000;6705000;-0.1;1.0;0.0;0.0;851;5.91;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670119;1967;1;19;3355000;6705000;-1.8;1.3;-2.2;0.0;884;5.63;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670120;1967;1;20;3355000;6705000;-11.2;1.5;-21.6;0.0;1707;2.55;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670121;1967;1;21;3355000;6705000;-20.8;-11.2;-26.7;0.0;1757;1.71;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670122;1967;1;22;3355000;6705000;-29.6;-21.1;-33.1;0.0;1823;0.74;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670123;1967;1;23;3355000;6705000;-30.5;-23.7;-36.6;0.0;1869;0.97;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670124;1967;1;24;3355000;6705000;-28.5;-23.4;-32.1;0.0;1705;1.51;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670125;1967;1;25;3355000;6705000;-23.8;-20.4;-37.0;0.0;1826;1.06;0.00;13.0
Vihti;355641;6700134;Vihti;226;19670126;1967;1;26;3355000;6705000;-16.3;-9.9;-25.1;1.0;1165;2.09;0.00;14.0
Vihti;355641;6700134;Vihti;226;19670127;1967;1;27;3355000;6705000;-19.8;-12.4;-30.4;1.0;1987;1.32;0.00;15.0
Vihti;355641;6700134;Vihti;226;19670128;1967;1;28;3355000;6705000;-19.8;-12.7;-33.5;1.0;1108;1.49;0.00;16.0
Vihti;355641;6700134;Vihti;226;19670129;1967;1;29;3355000;6705000;-26.0;-14.7;-29.9;0.0;2345;0.63;0.00;16.0
Vihti;355641;6700134;Vihti;226;19670130;1967;1;30;3355000;6705000;-35.0;-26.1;-39.7;0.0;2435;0.57;0.00;16.0
