OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3356593;6703104;Vihti;9999;20170903;2017;9;3;3356500;6703500;12.3;16.2;9.8;0.0;8759;10.9;1056.4999999999993;395.9999999999999
1;3356593;6703104;Vihti;9999;20170904;2017;9;4;3356500;6703500;11.0;16.0;6.5;0.0;16888;9.6;1062.4999999999993;395.9999999999999
1;3356593;6703104;Vihti;9999;20170905;2017;9;5;3356500;6703500;10.3;15.3;6.8;0.0;21726;9.7;1067.7999999999993;395.9999999999999
1;3356593;6703104;Vihti;9999;20170906;2017;9;6;3356500;6703500;9.7;14.4;3.8;0.0;12514;9.2;1072.4999999999993;395.9999999999999
1;3356593;6703104;Vihti;9999;20170907;2017;9;7;3356500;6703500;9.6;11.9;7.8;1.8;2531;10.9;1077.0999999999992;397.7999999999999
1;3356593;6703104;Vihti;9999;20170908;2017;9;8;3356500;6703500;9.9;12.6;7.7;4.7;4932;11.4;1081.9999999999993;402.4999999999999
1;3356593;6703104;Vihti;9999;20170909;2017;9;9;3356500;6703500;12.7;14.9;8.7;15.2;2380;14.5;1089.6999999999994;417.6999999999999
1;3356593;6703104;Vihti;9999;20170910;2017;9;10;3356500;6703500;14.3;16.1;13.4;5.1;4151;15.7;1098.9999999999993;422.7999999999999
1;3356593;6703104;Vihti;9999;20170911;2017;9;11;3356500;6703500;13.9;17.6;11.0;13.7;13295;14.3;1107.8999999999994;436.4999999999999
1;3356593;6703104;Vihti;9999;20170912;2017;9;12;3356500;6703500;14.2;17.6;11.0;4.7;16114;15.5;1117.0999999999995;441.1999999999999
1;3356593;6703104;Vihti;9999;20170913;2017;9;13;3356500;6703500;13.6;17.5;10.8;2.6;10033;14.0;1125.6999999999994;443.7999999999999
1;3356593;6703104;Vihti;9999;20170914;2017;9;14;3356500;6703500;12.4;14.4;9.4;1.6;5314;13.5;1133.0999999999995;445.3999999999999
1;3356593;6703104;Vihti;9999;20170915;2017;9;15;3356500;6703500;11.7;15.3;8.9;0.2;8870;11.8;1139.7999999999995;445.5999999999999
1;3356593;6703104;Vihti;9999;20170916;2017;9;16;3356500;6703500;10.7;16.0;7.5;2.9;9770;11.9;1145.4999999999995;448.4999999999999
1;3356593;6703104;Vihti;9999;20170917;2017;9;17;3356500;6703500;8.7;13.8;3.6;0.0;11970;9.7;1149.1999999999996;448.4999999999999
1;3356593;6703104;Vihti;9999;20170918;2017;9;18;3356500;6703500;8.4;11.0;4.0;0.1;10501;9.5;1152.5999999999997;448.5999999999999
1;3356593;6703104;Vihti;9999;20170919;2017;9;19;3356500;6703500;8.8;9.8;7.0;0.6;3830;9.5;1156.3999999999996;449.19999999999993
1;3356593;6703104;Vihti;9999;20170920;2017;9;20;3356500;6703500;9.1;11.3;5.4;0.8;4320;10.7;1160.4999999999995;449.99999999999994
1;3356593;6703104;Vihti;9999;20170921;2017;9;21;3356500;6703500;11.6;14.9;8.6;0.6;8208;12.3;1167.0999999999995;450.59999999999997
1;3356593;6703104;Vihti;9999;20170922;2017;9;22;3356500;6703500;10.5;12.5;9.3;1.9;3175;12.1;1172.5999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170923;2017;9;23;3356500;6703500;12.2;16.5;9.7;0.0;9817;12.5;1179.7999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170924;2017;9;24;3356500;6703500;11.7;17.1;7.5;0.0;11491;11.8;1186.4999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170925;2017;9;25;3356500;6703500;11.6;17.1;6.5;0.0;10163;12.1;1193.0999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170926;2017;9;26;3356500;6703500;11.2;13.1;7.4;0.0;5188;12.3;1199.2999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170927;2017;9;27;3356500;6703500;11.3;14.4;8.4;0.0;8305;12.1;1205.5999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170928;2017;9;28;3356500;6703500;9.4;12.5;6.6;0.0;10393;10.6;1209.9999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170929;2017;9;29;3356500;6703500;8.1;12.5;2.8;0.0;8597;10.1;1213.0999999999995;452.49999999999994
1;3356593;6703104;Vihti;9999;20170930;2017;9;30;3356500;6703500;8.2;9.2;6.6;0.3;3143;10.0;1216.2999999999995;452.79999999999995
1;3356593;6703104;Vihti;9999;20171001;2017;10;1;3356500;6703500;7.9;9.0;6.8;0.1;3226;9.9;1219.1999999999996;452.9
1;3356593;6703104;Vihti;9999;20171002;2017;10;2;3356500;6703500;8.2;8.7;7.0;10.2;3730;8.9;1222.3999999999996;463.09999999999997
1;3356593;6703104;Vihti;9999;20171003;2017;10;3;3356500;6703500;7.9;8.5;6.1;31.1;745;10.3;1225.2999999999997;494.2
1;3356593;6703104;Vihti;9999;20171004;2017;10;4;3356500;6703500;9.6;12.1;7.2;7.9;3524;11.5;1229.8999999999996;502.09999999999997
1;3356593;6703104;Vihti;9999;20171005;2017;10;5;3356500;6703500;8.0;10.2;4.9;2.0;3791;10.4;1232.8999999999996;504.09999999999997
1;3356593;6703104;Vihti;9999;20171006;2017;10;6;3356500;6703500;7.6;9.7;4.9;0.1;4129;10.0;1235.4999999999995;504.2
1;3356593;6703104;Vihti;9999;20171007;2017;10;7;3356500;6703500;7.3;10.2;5.1;12.0;5670;9.7;1237.7999999999995;516.2
1;3356593;6703104;Vihti;9999;20171008;2017;10;8;3356500;6703500;8.4;9.2;5.1;13.6;2351;10.9;1241.1999999999996;529.8000000000001
1;3356593;6703104;Vihti;9999;20171009;2017;10;9;3356500;6703500;8.0;8.7;6.5;17.0;1249;10.4;1244.1999999999996;546.8000000000001
1;3356593;6703104;Vihti;9999;20171010;2017;10;10;3356500;6703500;7.7;8.5;6.5;18.0;1019;10.2;1246.8999999999996;564.8000000000001
1;3356593;6703104;Vihti;9999;20171011;2017;10;11;3356500;6703500;6.6;7.7;5.5;0.2;2394;9.1;1248.4999999999995;565.0000000000001
1;3356593;6703104;Vihti;9999;20171012;2017;10;12;3356500;6703500;5.0;7.5;-0.3;15.2;2092;8.9;1248.4999999999995;580.2000000000002
1;3356593;6703104;Vihti;9999;20171013;2017;10;13;3356500;6703500;6.8;8.7;4.8;0.0;6613;8.9;1250.2999999999995;580.2000000000002
1;3356593;6703104;Vihti;9999;20171014;2017;10;14;3356500;6703500;6.7;8.3;4.3;5.0;778;9.5;1251.9999999999995;585.2000000000002
1;3356593;6703104;Vihti;9999;20171015;2017;10;15;3356500;6703500;7.4;11.1;4.7;5.2;5620;9.5;1254.3999999999996;590.4000000000002
1;3356593;6703104;Vihti;9999;20171016;2017;10;16;3356500;6703500;10.0;13.8;4.5;0.0;2347;11.3;1259.3999999999996;590.4000000000002
1;3356593;6703104;Vihti;9999;20171017;2017;10;17;3356500;6703500;7.2;10.8;3.6;4.1;2585;9.9;1261.5999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171018;2017;10;18;3356500;6703500;7.5;10.9;5.3;0.0;3834;9.3;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171019;2017;10;19;3356500;6703500;4.0;8.7;1.1;0.0;5357;7.5;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171020;2017;10;20;3356500;6703500;1.4;5.5;-2.3;0.0;4244;6.4;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171021;2017;10;21;3356500;6703500;-0.5;4.2;-4.1;0.0;6592;5.7;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171022;2017;10;22;3356500;6703500;-0.2;2.3;-3.1;0.0;4853;5.9;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171023;2017;10;23;3356500;6703500;0.7;2.6;-2.0;0.0;5000;5.4;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171024;2017;10;24;3356500;6703500;0.1;2.5;-4.0;0.0;2581;5.7;1264.0999999999997;594.5000000000002
1;3356593;6703104;Vihti;9999;20171025;2017;10;25;3356500;6703500;1.1;2.7;-1.4;15.4;4144;5.2;1264.0999999999997;609.9000000000002
1;3356593;6703104;Vihti;9999;20171026;2017;10;26;3356500;6703500;-0.1;1.1;-1.8;7.6;1062;5.9;1264.0999999999997;617.5000000000002
1;3356593;6703104;Vihti;9999;20171027;2017;10;27;3356500;6703500;-0.4;0.6;-1.8;1.0;2732;5.7;1264.0999999999997;618.5000000000002
1;3356593;6703104;Vihti;9999;20171028;2017;10;28;3356500;6703500;2.0;3.8;-1.7;13.2;752;7.1;1264.0999999999997;631.7000000000003
1;3356593;6703104;Vihti;9999;20171029;2017;10;29;3356500;6703500;1.2;3.0;0.6;3.1;979;6.5;1264.0999999999997;634.8000000000003
1;3356593;6703104;Vihti;9999;20171030;2017;10;30;3356500;6703500;1.0;1.3;0.3;0.0;1969;5.4;1264.0999999999997;634.8000000000003
1;3356593;6703104;Vihti;9999;20171031;2017;10;31;3356500;6703500;-1.2;1.3;-3.9;0.3;4248;4.7;1264.0999999999997;635.1000000000003
1;3356593;6703104;Vihti;9999;20171101;2017;11;1;3356500;6703500;-0.8;0.8;-5.4;0.2;1404;4.9;1264.0999999999997;635.3000000000003
1;3356593;6703104;Vihti;9999;20171102;2017;11;2;3356500;6703500;-0.6;2.3;-5.1;0.1;3863;4.9;1264.0999999999997;635.4000000000003
1;3356593;6703104;Vihti;9999;20171103;2017;11;3;3356500;6703500;1.1;4.5;-2.2;0.2;3326;6.2;1264.0999999999997;635.6000000000004
1;3356593;6703104;Vihti;9999;20171104;2017;11;4;3356500;6703500;5.1;7.6;1.3;0.9;2340;8.5;1264.1999999999996;636.5000000000003
1;3356593;6703104;Vihti;9999;20171105;2017;11;5;3356500;6703500;6.8;8.4;5.2;1.1;1224;9.6;1265.9999999999995;637.6000000000004
1;3356593;6703104;Vihti;9999;20171106;2017;11;6;3356500;6703500;6.4;8.0;4.8;2.2;400;9.2;1267.3999999999996;639.8000000000004
1;3356593;6703104;Vihti;9999;20171107;2017;11;7;3356500;6703500;1.4;5.3;-0.6;0.0;3272;6.6;1267.3999999999996;639.8000000000004
1;3356593;6703104;Vihti;9999;20171108;2017;11;8;3356500;6703500;3.7;6.3;0.0;0.4;1274;7.5;1267.3999999999996;640.2000000000004
1;3356593;6703104;Vihti;9999;20171109;2017;11;9;3356500;6703500;5.1;6.3;2.8;6.7;724;8.5;1267.4999999999995;646.9000000000004
1;3356593;6703104;Vihti;9999;20171110;2017;11;10;3356500;6703500;5.0;7.1;3.3;2.4;1879;8.4;1267.4999999999995;649.3000000000004
1;3356593;6703104;Vihti;9999;20171111;2017;11;11;3356500;6703500;3.8;5.1;2.9;20.0;349;7.9;1267.4999999999995;669.3000000000004
1;3356593;6703104;Vihti;9999;20171112;2017;11;12;3356500;6703500;1.7;3.6;1.0;1.8;1278;6.8;1267.4999999999995;671.1000000000004
1;3356593;6703104;Vihti;9999;20171113;2017;11;13;3356500;6703500;0.9;2.1;0.4;0.1;1166;6.4;1267.4999999999995;671.2000000000004
1;3356593;6703104;Vihti;9999;20171114;2017;11;14;3356500;6703500;0.6;2.7;-0.7;0.5;1739;6.3;1267.4999999999995;671.7000000000004
1;3356593;6703104;Vihti;9999;20171115;2017;11;15;3356500;6703500;0.7;2.8;-1.5;1.6;1764;6.4;1267.4999999999995;673.3000000000004
1;3356593;6703104;Vihti;9999;20171116;2017;11;16;3356500;6703500;1.2;3.5;-0.8;2.8;1919;6.5;1267.4999999999995;676.1000000000004
1;3356593;6703104;Vihti;9999;20171117;2017;11;17;3356500;6703500;3.7;6.4;-0.1;1.3;1199;7.5;1267.4999999999995;677.4000000000003
1;3356593;6703104;Vihti;9999;20171118;2017;11;18;3356500;6703500;3.1;4.5;0.6;17.8;731;7.6;1267.4999999999995;695.2000000000003
1;3356593;6703104;Vihti;9999;20171119;2017;11;19;3356500;6703500;2.4;4.4;0.8;10.1;436;7.1;1267.4999999999995;705.3000000000003
1;3356593;6703104;Vihti;9999;20171120;2017;11;20;3356500;6703500;0.4;1.7;-0.5;0.8;763;6.0;1267.4999999999995;706.1000000000003
1;3356593;6703104;Vihti;9999;20171121;2017;11;21;3356500;6703500;-0.3;0.1;-0.9;0.7;630;5.9;1267.4999999999995;706.8000000000003
1;3356593;6703104;Vihti;9999;20171122;2017;11;22;3356500;6703500;-0.6;0.1;-0.9;0.4;680;5.8;1267.4999999999995;707.2000000000003
1;3356593;6703104;Vihti;9999;20171123;2017;11;23;3356500;6703500;0.3;1.1;-0.8;6.9;281;6.0;1267.4999999999995;714.1000000000003
1;3356593;6703104;Vihti;9999;20171124;2017;11;24;3356500;6703500;5.2;6.8;1.0;7.7;450;8.7;1267.6999999999996;721.8000000000003
1;3356593;6703104;Vihti;9999;20171125;2017;11;25;3356500;6703500;2.4;6.0;0.0;5.1;1418;7.1;1267.6999999999996;726.9000000000003
1;3356593;6703104;Vihti;9999;20171126;2017;11;26;3356500;6703500;1.1;2.2;-0.4;4.0;529;6.4;1267.6999999999996;730.9000000000003
1;3356593;6703104;Vihti;9999;20171127;2017;11;27;3356500;6703500;3.0;3.7;0.1;8.1;324;7.5;1267.6999999999996;739.0000000000003
1;3356593;6703104;Vihti;9999;20171128;2017;11;28;3356500;6703500;1.1;3.8;-0.3;7.5;544;6.8;1267.6999999999996;746.5000000000003
1;3356593;6703104;Vihti;9999;20171129;2017;11;29;3356500;6703500;0.7;2.5;0.1;1.6;360;6.6;1267.6999999999996;748.1000000000004
1;3356593;6703104;Vihti;9999;20171130;2017;11;30;3356500;6703500;1.6;2.5;0.7;2.2;587;6.8;1267.6999999999996;750.3000000000004
1;3356593;6703104;Vihti;9999;20171201;2017;12;1;3356500;6703500;-0.1;1.4;-0.5;4.7;338;6.0;1267.6999999999996;755.0000000000005
1;3356593;6703104;Vihti;9999;20171202;2017;12;2;3356500;6703500;-0.4;1.1;-2.2;1.2;857;5.8;1267.6999999999996;756.2000000000005
1;3356593;6703104;Vihti;9999;20171203;2017;12;3;3356500;6703500;3.5;4.9;0.9;6.4;184;7.6;1267.6999999999996;762.6000000000005
1;3356593;6703104;Vihti;9999;20171204;2017;12;4;3356500;6703500;-1.0;3.6;-1.5;0.0;666;5.6;1267.6999999999996;762.6000000000005
1;3356593;6703104;Vihti;9999;20171205;2017;12;5;3356500;6703500;-2.0;-0.2;-2.8;1.1;1109;5.3;1267.6999999999996;763.7000000000005
1;3356593;6703104;Vihti;9999;20171206;2017;12;6;3356500;6703500;-2.9;-0.7;-4.3;0.3;763;4.8;1267.6999999999996;764.0000000000005
1;3356593;6703104;Vihti;9999;20171207;2017;12;7;3356500;6703500;-2.7;0.1;-7.2;11.9;475;5.1;1267.6999999999996;775.9000000000004
1;3356593;6703104;Vihti;9999;20171208;2017;12;8;3356500;6703500;3.5;4.5;-0.2;3.6;245;7.7;1267.6999999999996;779.5000000000005
1;3356593;6703104;Vihti;9999;20171209;2017;12;9;3356500;6703500;3.1;3.5;2.2;0.1;601;6.6;1267.6999999999996;779.6000000000005
1;3356593;6703104;Vihti;9999;20171210;2017;12;10;3356500;6703500;1.0;2.5;0.3;0.2;274;5.7;1267.6999999999996;779.8000000000005
1;3356593;6703104;Vihti;9999;20171211;2017;12;11;3356500;6703500;0.2;1.1;-0.8;2.1;745;5.3;1267.6999999999996;781.9000000000005
1;3356593;6703104;Vihti;9999;20171212;2017;12;12;3356500;6703500;-0.2;1.1;-1.5;19.2;101;5.9;1267.6999999999996;801.1000000000006
1;3356593;6703104;Vihti;9999;20171213;2017;12;13;3356500;6703500;-0.6;2.1;-2.3;0.5;824;5.6;1267.6999999999996;801.6000000000006
1;3356593;6703104;Vihti;9999;20171214;2017;12;14;3356500;6703500;-0.4;1.7;-1.7;3.1;896;5.4;1267.6999999999996;804.7000000000006
1;3356593;6703104;Vihti;9999;20171215;2017;12;15;3356500;6703500;-0.2;1.3;-0.9;8.9;439;6.1;1267.6999999999996;813.6000000000006
1;3356593;6703104;Vihti;9999;20171216;2017;12;16;3356500;6703500;0.5;1.5;-0.3;3.4;382;6.3;1267.6999999999996;817.0000000000006
1;3356593;6703104;Vihti;9999;20171217;2017;12;17;3356500;6703500;-1.5;0.5;-3.6;0.0;454;5.4;1267.6999999999996;817.0000000000006
1;3356593;6703104;Vihti;9999;20171218;2017;12;18;3356500;6703500;-1.0;1.1;-4.1;3.0;1166;5.6;1267.6999999999996;820.0000000000006
1;3356593;6703104;Vihti;9999;20171219;2017;12;19;3356500;6703500;0.0;1.5;-0.3;0.1;385;6.0;1267.6999999999996;820.1000000000006
1;3356593;6703104;Vihti;9999;20171220;2017;12;20;3356500;6703500;1.1;2.4;-0.7;3.1;418;6.5;1267.6999999999996;823.2000000000006
1;3356593;6703104;Vihti;9999;20171221;2017;12;21;3356500;6703500;0.3;3.4;-0.3;0.0;522;6.4;1267.6999999999996;823.2000000000006
1;3356593;6703104;Vihti;9999;20171222;2017;12;22;3356500;6703500;-1.6;0.5;-2.3;0.0;709;5.4;1267.6999999999996;823.2000000000006
1;3356593;6703104;Vihti;9999;20171223;2017;12;23;3356500;6703500;-1.2;2.3;-3.6;4.8;148;5.6;1267.6999999999996;828.0000000000006
1;3356593;6703104;Vihti;9999;20171224;2017;12;24;3356500;6703500;-1.7;2.2;-2.1;0.0;875;4.5;1267.6999999999996;828.0000000000006
1;3356593;6703104;Vihti;9999;20171225;2017;12;25;3356500;6703500;-2.0;1.3;-5.6;4.2;1447;5.3;1267.6999999999996;832.2000000000006
1;3356593;6703104;Vihti;9999;20171226;2017;12;26;3356500;6703500;-0.3;3.2;-1.8;7.0;547;5.8;1267.6999999999996;839.2000000000006
1;3356593;6703104;Vihti;9999;20171227;2017;12;27;3356500;6703500;0.6;2.0;-2.3;2.4;529;6.6;1267.6999999999996;841.6000000000006
1;3356593;6703104;Vihti;9999;20171228;2017;12;28;3356500;6703500;1.2;2.3;0.1;4.3;310;6.5;1267.6999999999996;845.9000000000005
1;3356593;6703104;Vihti;9999;20171229;2017;12;29;3356500;6703500;1.5;2.7;1.1;2.6;112;7.0;1267.6999999999996;848.5000000000006
1;3356593;6703104;Vihti;9999;20171230;2017;12;30;3356500;6703500;0.5;2.5;-0.8;0.0;623;6.2;1267.6999999999996;848.5000000000006
1;3356593;6703104;Vihti;9999;20171231;2017;12;31;3356500;6703500;-0.5;0.9;-0.8;2.6;349;5.5;1267.6999999999996;851.1000000000006
1;3356593;6703104;Vihti;9999;20180101;2018;1;1;3356500;6703500;-0.1;0.8;-1.1;4.2;223;6.0;0.0;4.2
1;3356593;6703104;Vihti;9999;20180102;2018;1;2;3356500;6703500;2.2;3.5;0.2;4.2;338;7.1;0.0;8.4
1;3356593;6703104;Vihti;9999;20180103;2018;1;3;3356500;6703500;1.8;3.3;1.3;1.0;324;6.9;0.0;9.4
1;3356593;6703104;Vihti;9999;20180104;2018;1;4;3356500;6703500;0.4;1.9;0.8;9.2;256;6.5;0.0;18.6
1;3356593;6703104;Vihti;9999;20180105;2018;1;5;3356500;6703500;2.3;3.5;1.3;6.9;288;7.3;0.0;25.5
1;3356593;6703104;Vihti;9999;20180106;2018;1;6;3356500;6703500;0.4;3.0;-0.7;0.5;407;6.1;0.0;26.0
1;3356593;6703104;Vihti;9999;20180107;2018;1;7;3356500;6703500;-2.6;-0.6;-5.4;0.1;1141;4.2;0.0;26.1
1;3356593;6703104;Vihti;9999;20180108;2018;1;8;3356500;6703500;-2.8;-0.5;-5.3;0.0;1238;4.0;0.0;26.1
1;3356593;6703104;Vihti;9999;20180109;2018;1;9;3356500;6703500;-1.7;0.6;-3.1;0.0;1213;5.2;0.0;26.1
1;3356593;6703104;Vihti;9999;20180110;2018;1;10;3356500;6703500;-4.1;-1.6;-5.5;0.0;788;4.4;0.0;26.1
1;3356593;6703104;Vihti;9999;20180111;2018;1;11;3356500;6703500;-4.9;-3.3;-7.6;0.0;457;4.1;0.0;26.1
1;3356593;6703104;Vihti;9999;20180112;2018;1;12;3356500;6703500;-4.9;-2.8;-6.6;0.0;846;4.1;0.0;26.1
1;3356593;6703104;Vihti;9999;20180113;2018;1;13;3356500;6703500;-4.7;-2.5;-4.8;0.0;641;4.2;0.0;26.1
1;3356593;6703104;Vihti;9999;20180114;2018;1;14;3356500;6703500;-5.0;-2.6;-5.1;0.0;695;3.8;0.0;26.1
1;3356593;6703104;Vihti;9999;20180115;2018;1;15;3356500;6703500;-7.0;-5.0;-7.7;0.0;479;3.1;0.0;26.1
1;3356593;6703104;Vihti;9999;20180116;2018;1;16;3356500;6703500;-7.1;-5.9;-8.8;0.0;1336;2.7;0.0;26.1
1;3356593;6703104;Vihti;9999;20180117;2018;1;17;3356500;6703500;-7.3;-6.0;-8.6;5.0;540;3.1;0.0;31.1
1;3356593;6703104;Vihti;9999;20180118;2018;1;18;3356500;6703500;-5.7;-3.8;-7.9;2.4;662;3.9;0.0;33.5
1;3356593;6703104;Vihti;9999;20180119;2018;1;19;3356500;6703500;-6.0;-4.3;-9.1;0.0;886;3.8;0.0;33.5
1;3356593;6703104;Vihti;9999;20180120;2018;1;20;3356500;6703500;-5.3;-4.4;-5.7;0.0;1062;4.1;0.0;33.5
1;3356593;6703104;Vihti;9999;20180121;2018;1;21;3356500;6703500;-8.9;-5.1;-10.3;0.9;1267;2.9;0.0;34.4
1;3356593;6703104;Vihti;9999;20180122;2018;1;22;3356500;6703500;-8.5;-4.3;-12.0;1.3;1022;3.2;0.0;35.699999999999996
1;3356593;6703104;Vihti;9999;20180123;2018;1;23;3356500;6703500;-9.6;-6.5;-14.1;5.2;1238;3.0;0.0;40.9
1;3356593;6703104;Vihti;9999;20180124;2018;1;24;3356500;6703500;-1.6;1.9;-7.1;16.1;432;5.5;0.0;57.0
1;3356593;6703104;Vihti;9999;20180125;2018;1;25;3356500;6703500;3.3;4.1;1.3;0.0;961;7.3;0.0;57.0
1;3356593;6703104;Vihti;9999;20180126;2018;1;26;3356500;6703500;1.6;3.7;1.2;0.2;954;6.7;0.0;57.2
1;3356593;6703104;Vihti;9999;20180127;2018;1;27;3356500;6703500;0.4;1.8;-0.8;3.0;666;6.4;0.0;60.2
1;3356593;6703104;Vihti;9999;20180128;2018;1;28;3356500;6703500;-1.1;0.1;-2.5;2.0;814;5.7;0.0;62.2
1;3356593;6703104;Vihti;9999;20180129;2018;1;29;3356500;6703500;-1.6;0.1;-1.1;0.3;842;5.4;0.0;62.5
1;3356593;6703104;Vihti;9999;20180130;2018;1;30;3356500;6703500;-3.4;-1.1;-4.1;1.2;1336;4.5;0.0;63.7
1;3356593;6703104;Vihti;9999;20180131;2018;1;31;3356500;6703500;-5.4;-3.5;-7.6;5.8;2704;3.9;0.0;69.5
1;3356593;6703104;Vihti;9999;20180201;2018;2;1;3356500;6703500;-3.4;-1.5;-4.1;15.9;497;4.9;0.0;85.4
1;3356593;6703104;Vihti;9999;20180202;2018;2;2;3356500;6703500;-1.2;0.9;-1.7;1.4;940;6.0;0.0;86.80000000000001
1;3356593;6703104;Vihti;9999;20180203;2018;2;3;3356500;6703500;-7.2;0.4;-9.2;0.1;1148;3.5;0.0;86.9
1;3356593;6703104;Vihti;9999;20180204;2018;2;4;3356500;6703500;-12.9;-9.2;-13.4;0.0;4514;2.1;0.0;86.9
1;3356593;6703104;Vihti;9999;20180205;2018;2;5;3356500;6703500;-10.2;-6.8;-11.2;0.5;3632;2.5;0.0;87.4
1;3356593;6703104;Vihti;9999;20180206;2018;2;6;3356500;6703500;-10.4;-8.5;-11.3;1.4;2354;2.5;0.0;88.80000000000001
1;3356593;6703104;Vihti;9999;20180207;2018;2;7;3356500;6703500;-8.9;-6.0;-10.9;0.2;2466;2.8;0.0;89.00000000000001
1;3356593;6703104;Vihti;9999;20180208;2018;2;8;3356500;6703500;-5.3;-1.2;-11.2;0.4;1976;4.0;0.0;89.40000000000002
1;3356593;6703104;Vihti;9999;20180209;2018;2;9;3356500;6703500;-7.0;-3.9;-8.0;0.0;2218;3.3;0.0;89.40000000000002
1;3356593;6703104;Vihti;9999;20180210;2018;2;10;3356500;6703500;-6.4;-4.3;-8.0;0.8;2394;3.5;0.0;90.20000000000002
1;3356593;6703104;Vihti;9999;20180211;2018;2;11;3356500;6703500;-5.2;-3.3;-8.9;1.1;1476;4.0;0.0;91.30000000000001
1;3356593;6703104;Vihti;9999;20180212;2018;2;12;3356500;6703500;-3.4;-2.4;-4.6;4.3;1602;4.5;0.0;95.60000000000001
1;3356593;6703104;Vihti;9999;20180213;2018;2;13;3356500;6703500;-0.5;0.5;-2.3;0.2;1616;5.6;0.0;95.80000000000001
1;3356593;6703104;Vihti;9999;20180214;2018;2;14;3356500;6703500;0.0;1.0;-0.9;0.0;2520;5.7;0.0;95.80000000000001
1;3356593;6703104;Vihti;9999;20180215;2018;2;15;3356500;6703500;-4.0;-0.3;-6.0;0.0;2614;4.2;0.0;95.80000000000001
1;3356593;6703104;Vihti;9999;20180216;2018;2;16;3356500;6703500;-5.2;-3.5;-6.5;0.2;2491;3.8;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180217;2018;2;17;3356500;6703500;-6.7;-3.5;-8.3;0.0;4169;3.4;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180218;2018;2;18;3356500;6703500;-9.8;-6.5;-12.1;0.0;7790;2.6;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180219;2018;2;19;3356500;6703500;-12.9;-6.9;-15.0;0.0;8194;2.0;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180220;2018;2;20;3356500;6703500;-13.1;-5.9;-16.6;0.0;9101;2.0;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180221;2018;2;21;3356500;6703500;-14.6;-7.6;-19.1;0.0;7909;1.8;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180222;2018;2;22;3356500;6703500;-15.4;-6.7;-21.6;0.0;6905;1.6;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180223;2018;2;23;3356500;6703500;-14.5;-6.8;-19.6;0.0;6552;1.8;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180224;2018;2;24;3356500;6703500;-15.8;-11.0;-18.1;0.0;7218;1.4;0.0;96.00000000000001
1;3356593;6703104;Vihti;9999;20180225;2018;2;25;3356500;6703500;-11.6;-6.1;-18.2;0.1;9875;2.3;0.0;96.10000000000001
1;3356593;6703104;Vihti;9999;20180226;2018;2;26;3356500;6703500;-11.9;-7.0;-11.9;0.1;2502;1.9;0.0;96.2
1;3356593;6703104;Vihti;9999;20180227;2018;2;27;3356500;6703500;-18.4;-12.2;-19.6;0.0;9277;1.0;0.0;96.2
1;3356593;6703104;Vihti;9999;20180228;2018;2;28;3356500;6703500;-17.4;-12.7;-21.8;0.0;8212;1.1;0.0;96.2
1;3356593;6703104;Vihti;9999;20180301;2018;3;1;3356500;6703500;-15.1;-7.6;-21.4;0.0;8258;1.3;0.0;96.2
1;3356593;6703104;Vihti;9999;20180302;2018;3;2;3356500;6703500;-13.3;-5.7;-19.8;0.1;7834;1.7;0.0;96.3
1;3356593;6703104;Vihti;9999;20180303;2018;3;3;3356500;6703500;-12.6;-5.2;-16.7;0.0;7546;1.8;0.0;96.3
1;3356593;6703104;Vihti;9999;20180304;2018;3;4;3356500;6703500;-12.2;-4.9;-16.2;0.0;15368;1.7;0.0;96.3
1;3356593;6703104;Vihti;9999;20180305;2018;3;5;3356500;6703500;-11.4;-5.7;-16.6;0.0;8532;2.3;0.0;96.3
