OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3356593;6703104;Vihti;9999;20170228;2017;2;28;3356500;6703500;1.4;3.8;-1.2;7.6;7038;6.8;0.0;72.00000000000001
1;3356593;6703104;Vihti;9999;20170301;2017;3;1;3356500;6703500;0.7;2.9;0.1;4.3;6368;6.5;0.0;76.30000000000001
1;3356593;6703104;Vihti;9999;20170302;2017;3;2;3356500;6703500;0.3;2.5;-0.0;0.2;3452;6.3;0.0;76.50000000000001
1;3356593;6703104;Vihti;9999;20170303;2017;3;3;3356500;6703500;-0.5;2.3;-0.1;1.2;3503;6.0;0.0;77.70000000000002
1;3356593;6703104;Vihti;9999;20170304;2017;3;4;3356500;6703500;-4.5;0.4;-5.5;0.3;3773;4.2;0.0;78.00000000000001
1;3356593;6703104;Vihti;9999;20170305;2017;3;5;3356500;6703500;-6.1;-1.1;-9.3;0.0;8532;2.9;0.0;78.00000000000001
1;3356593;6703104;Vihti;9999;20170306;2017;3;6;3356500;6703500;-5.6;-1.4;-9.6;0.0;9148;2.8;0.0;78.00000000000001
1;3356593;6703104;Vihti;9999;20170307;2017;3;7;3356500;6703500;-4.2;-1.4;-5.6;4.2;3524;3.4;0.0;82.20000000000002
1;3356593;6703104;Vihti;9999;20170308;2017;3;8;3356500;6703500;-1.4;0.2;-4.0;3.4;2149;5.4;0.0;85.60000000000002
1;3356593;6703104;Vihti;9999;20170309;2017;3;9;3356500;6703500;0.0;1.9;-1.8;2.2;3841;5.8;0.0;87.80000000000003
1;3356593;6703104;Vihti;9999;20170310;2017;3;10;3356500;6703500;0.3;3.3;-1.2;0.1;4583;6.2;0.0;87.90000000000002
1;3356593;6703104;Vihti;9999;20170311;2017;3;11;3356500;6703500;0.5;4.9;-1.5;0.0;9842;5.5;0.0;87.90000000000002
1;3356593;6703104;Vihti;9999;20170312;2017;3;12;3356500;6703500;-0.8;4.2;-5.1;0.0;10242;5.1;0.0;87.90000000000002
1;3356593;6703104;Vihti;9999;20170313;2017;3;13;3356500;6703500;1.7;4.5;-0.7;0.0;6541;5.9;0.0;87.90000000000002
1;3356593;6703104;Vihti;9999;20170314;2017;3;14;3356500;6703500;0.7;2.3;-0.2;5.0;4043;5.9;0.0;92.90000000000002
1;3356593;6703104;Vihti;9999;20170315;2017;3;15;3356500;6703500;3.5;6.9;0.3;0.0;7902;6.1;0.0;92.90000000000002
1;3356593;6703104;Vihti;9999;20170316;2017;3;16;3356500;6703500;2.1;7.2;-0.6;1.2;11358;5.1;0.0;94.10000000000002
1;3356593;6703104;Vihti;9999;20170317;2017;3;17;3356500;6703500;1.4;3.9;0.3;2.6;3089;6.5;0.0;96.70000000000002
1;3356593;6703104;Vihti;9999;20170318;2017;3;18;3356500;6703500;0.7;3.7;-0.9;0.3;7603;6.1;0.0;97.00000000000001
1;3356593;6703104;Vihti;9999;20170319;2017;3;19;3356500;6703500;-0.5;3.6;-1.6;0.2;8878;5.6;0.0;97.20000000000002
1;3356593;6703104;Vihti;9999;20170320;2017;3;20;3356500;6703500;-1.6;3.6;-4.8;0.3;14159;4.6;0.0;97.50000000000001
1;3356593;6703104;Vihti;9999;20170321;2017;3;21;3356500;6703500;0.9;2.8;-0.9;7.9;2992;6.4;0.0;105.40000000000002
1;3356593;6703104;Vihti;9999;20170322;2017;3;22;3356500;6703500;1.7;3.4;0.8;0.0;3920;6.6;0.0;105.40000000000002
1;3356593;6703104;Vihti;9999;20170323;2017;3;23;3356500;6703500;1.1;5.9;-1.0;0.0;13190;4.8;0.0;105.40000000000002
1;3356593;6703104;Vihti;9999;20170324;2017;3;24;3356500;6703500;-0.6;3.9;-2.6;0.6;11855;4.1;0.0;106.00000000000001
1;3356593;6703104;Vihti;9999;20170325;2017;3;25;3356500;6703500;0.6;4.5;-2.5;0.0;6570;5.7;0.0;106.00000000000001
1;3356593;6703104;Vihti;9999;20170326;2017;3;26;3356500;6703500;3.8;11.4;-3.1;0.1;6394;5.8;0.0;106.10000000000001
1;3356593;6703104;Vihti;9999;20170327;2017;3;27;3356500;6703500;5.4;10.5;1.7;0.1;11239;5.5;0.40000000000000036;106.2
1;3356593;6703104;Vihti;9999;20170328;2017;3;28;3356500;6703500;1.0;7.5;-0.0;0.0;16578;3.5;0.40000000000000036;106.2
1;3356593;6703104;Vihti;9999;20170329;2017;3;29;3356500;6703500;-1.3;3.7;-5.1;0.6;17309;3.3;0.40000000000000036;106.8
1;3356593;6703104;Vihti;9999;20170330;2017;3;30;3356500;6703500;-1.5;4.0;-6.1;2.0;19861;3.3;0.40000000000000036;108.8
1;3356593;6703104;Vihti;9999;20170331;2017;3;31;3356500;6703500;-1.0;2.3;-1.0;0.1;8550;5.5;0.40000000000000036;108.89999999999999
1;3356593;6703104;Vihti;9999;20170401;2017;4;1;3356500;6703500;0.6;4.3;-3.5;2.9;2837;6.5;0.40000000000000036;111.8
1;3356593;6703104;Vihti;9999;20170402;2017;4;2;3356500;6703500;3.7;6.2;3.0;0.0;8658;8.2;0.40000000000000036;111.8
1;3356593;6703104;Vihti;9999;20170403;2017;4;3;3356500;6703500;2.3;5.5;2.1;0.0;7214;6.6;0.40000000000000036;111.8
1;3356593;6703104;Vihti;9999;20170404;2017;4;4;3356500;6703500;2.8;7.1;-0.4;0.5;9824;6.9;0.40000000000000036;112.3
1;3356593;6703104;Vihti;9999;20170405;2017;4;5;3356500;6703500;3.2;7.9;1.9;0.4;6340;7.1;0.40000000000000036;112.7
1;3356593;6703104;Vihti;9999;20170406;2017;4;6;3356500;6703500;3.5;10.0;-1.9;0.0;15739;5.7;0.40000000000000036;112.7
1;3356593;6703104;Vihti;9999;20170407;2017;4;7;3356500;6703500;2.5;7.9;-0.8;2.6;12258;6.3;0.40000000000000036;115.3
1;3356593;6703104;Vihti;9999;20170408;2017;4;8;3356500;6703500;1.9;7.1;-2.6;0.0;19714;4.7;0.40000000000000036;115.3
1;3356593;6703104;Vihti;9999;20170409;2017;4;9;3356500;6703500;3.3;9.4;-1.5;0.0;17514;7.0;0.40000000000000036;115.3
1;3356593;6703104;Vihti;9999;20170410;2017;4;10;3356500;6703500;5.5;12.4;0.6;3.3;19976;8.0;0.9000000000000004;118.6
1;3356593;6703104;Vihti;9999;20170411;2017;4;11;3356500;6703500;3.0;7.5;0.6;0.1;11185;5.8;0.9000000000000004;118.69999999999999
1;3356593;6703104;Vihti;9999;20170412;2017;4;12;3356500;6703500;1.5;6.1;-2.3;0.1;12942;4.9;0.9000000000000004;118.79999999999998
1;3356593;6703104;Vihti;9999;20170413;2017;4;13;3356500;6703500;0.6;3.8;-0.6;0.2;11416;4.6;0.9000000000000004;118.99999999999999
1;3356593;6703104;Vihti;9999;20170414;2017;4;14;3356500;6703500;-2.0;2.2;-4.7;0.0;20117;3.1;0.9000000000000004;118.99999999999999
1;3356593;6703104;Vihti;9999;20170415;2017;4;15;3356500;6703500;-2.7;1.6;-6.6;0.1;19256;3.3;0.9000000000000004;119.09999999999998
1;3356593;6703104;Vihti;9999;20170416;2017;4;16;3356500;6703500;-2.2;1.5;-5.6;0.0;22968;2.8;0.9000000000000004;119.09999999999998
1;3356593;6703104;Vihti;9999;20170417;2017;4;17;3356500;6703500;-0.7;3.8;-4.1;0.0;16182;3.0;0.9000000000000004;119.09999999999998
1;3356593;6703104;Vihti;9999;20170418;2017;4;18;3356500;6703500;-0.7;4.2;-4.6;0.0;21125;3.0;0.9000000000000004;119.09999999999998
1;3356593;6703104;Vihti;9999;20170419;2017;4;19;3356500;6703500;0.1;6.0;-6.3;0.0;15210;3.5;0.9000000000000004;119.09999999999998
1;3356593;6703104;Vihti;9999;20170420;2017;4;20;3356500;6703500;1.7;7.7;-3.6;3.4;19080;5.6;0.9000000000000004;122.49999999999999
1;3356593;6703104;Vihti;9999;20170421;2017;4;21;3356500;6703500;5.3;9.9;1.4;0.7;13799;6.4;1.2000000000000002;123.19999999999999
1;3356593;6703104;Vihti;9999;20170422;2017;4;22;3356500;6703500;3.1;7.4;-0.8;1.5;15898;5.9;1.2000000000000002;124.69999999999999
1;3356593;6703104;Vihti;9999;20170423;2017;4;23;3356500;6703500;2.4;8.1;0.7;0.1;18349;5.4;1.2000000000000002;124.79999999999998
1;3356593;6703104;Vihti;9999;20170424;2017;4;24;3356500;6703500;2.0;7.7;-2.5;7.3;17730;5.6;1.2000000000000002;132.1
1;3356593;6703104;Vihti;9999;20170425;2017;4;25;3356500;6703500;2.2;6.3;-1.0;1.1;12722;6.4;1.2000000000000002;133.2
1;3356593;6703104;Vihti;9999;20170426;2017;4;26;3356500;6703500;2.6;8.5;-0.5;0.8;17860;6.1;1.2000000000000002;134.0
1;3356593;6703104;Vihti;9999;20170427;2017;4;27;3356500;6703500;3.1;9.1;0.2;0.4;16466;5.7;1.2000000000000002;134.4
1;3356593;6703104;Vihti;9999;20170428;2017;4;28;3356500;6703500;4.1;10.1;-3.2;0.0;19537;5.2;1.2000000000000002;134.4
1;3356593;6703104;Vihti;9999;20170429;2017;4;29;3356500;6703500;2.1;6.3;0.3;7.2;9061;5.6;1.2000000000000002;141.6
1;3356593;6703104;Vihti;9999;20170430;2017;4;30;3356500;6703500;1.1;5.0;0.4;0.8;11243;6.2;1.2000000000000002;142.4
1;3356593;6703104;Vihti;9999;20170501;2017;5;1;3356500;6703500;7.1;13.7;-0.2;0.0;21604;5.9;3.3;142.4
1;3356593;6703104;Vihti;9999;20170502;2017;5;2;3356500;6703500;8.2;14.8;-1.1;0.0;22961;5.4;6.499999999999999;142.4
1;3356593;6703104;Vihti;9999;20170503;2017;5;3;3356500;6703500;7.7;13.5;0.6;0.0;23281;5.1;9.2;142.4
1;3356593;6703104;Vihti;9999;20170504;2017;5;4;3356500;6703500;6.5;12.4;-0.1;0.0;24818;5.3;10.7;142.4
1;3356593;6703104;Vihti;9999;20170505;2017;5;5;3356500;6703500;9.4;17.4;-0.6;0.0;24620;7.0;15.1;142.4
1;3356593;6703104;Vihti;9999;20170506;2017;5;6;3356500;6703500;10.0;15.4;5.8;0.0;23033;6.5;20.1;142.4
1;3356593;6703104;Vihti;9999;20170507;2017;5;7;3356500;6703500;5.8;10.4;0.1;0.0;21089;4.4;20.900000000000002;142.4
1;3356593;6703104;Vihti;9999;20170508;2017;5;8;3356500;6703500;3.3;7.7;0.4;0.0;22777;4.4;20.900000000000002;142.4
1;3356593;6703104;Vihti;9999;20170509;2017;5;9;3356500;6703500;1.0;5.4;-1.6;0.1;13068;4.2;20.900000000000002;142.5
1;3356593;6703104;Vihti;9999;20170510;2017;5;10;3356500;6703500;0.8;6.1;-3.3;1.6;18666;5.3;20.900000000000002;144.1
1;3356593;6703104;Vihti;9999;20170511;2017;5;11;3356500;6703500;2.3;7.9;-3.7;0.5;22043;4.8;20.900000000000002;144.6
1;3356593;6703104;Vihti;9999;20170512;2017;5;12;3356500;6703500;4.2;10.1;-3.6;0.0;27457;4.1;20.900000000000002;144.6
1;3356593;6703104;Vihti;9999;20170513;2017;5;13;3356500;6703500;6.6;13.2;-2.1;0.0;20426;4.1;22.5;144.6
1;3356593;6703104;Vihti;9999;20170514;2017;5;14;3356500;6703500;9.0;16.8;-1.3;0.0;25337;5.6;26.5;144.6
1;3356593;6703104;Vihti;9999;20170515;2017;5;15;3356500;6703500;7.8;13.3;6.6;0.4;17082;6.7;29.3;145.0
1;3356593;6703104;Vihti;9999;20170516;2017;5;16;3356500;6703500;6.5;14.2;-1.0;0.0;26327;5.5;30.8;145.0
1;3356593;6703104;Vihti;9999;20170517;2017;5;17;3356500;6703500;8.3;12.9;1.3;0.3;8014;7.7;34.1;145.3
1;3356593;6703104;Vihti;9999;20170518;2017;5;18;3356500;6703500;11.4;16.5;8.5;0.0;6401;11.9;40.5;145.3
1;3356593;6703104;Vihti;9999;20170519;2017;5;19;3356500;6703500;17.3;25.3;8.7;0.5;24829;11.6;52.8;145.8
1;3356593;6703104;Vihti;9999;20170520;2017;5;20;3356500;6703500;17.0;22.2;13.2;0.0;21269;11.0;64.8;145.8
1;3356593;6703104;Vihti;9999;20170521;2017;5;21;3356500;6703500;14.7;21.1;6.7;0.0;25690;9.5;74.5;145.8
1;3356593;6703104;Vihti;9999;20170522;2017;5;22;3356500;6703500;14.3;21.5;6.9;0.0;22082;9.5;83.8;145.8
1;3356593;6703104;Vihti;9999;20170523;2017;5;23;3356500;6703500;13.2;19.2;6.0;0.1;25981;9.3;92.0;145.9
1;3356593;6703104;Vihti;9999;20170524;2017;5;24;3356500;6703500;13.3;18.7;8.6;0.0;28724;10.3;100.3;145.9
1;3356593;6703104;Vihti;9999;20170525;2017;5;25;3356500;6703500;13.2;19.9;6.5;0.1;28494;8.5;108.5;146.0
1;3356593;6703104;Vihti;9999;20170526;2017;5;26;3356500;6703500;13.3;19.2;6.2;1.1;23450;8.2;116.8;147.1
1;3356593;6703104;Vihti;9999;20170527;2017;5;27;3356500;6703500;9.6;15.5;4.2;0.0;12222;6.5;121.39999999999999;147.1
1;3356593;6703104;Vihti;9999;20170528;2017;5;28;3356500;6703500;14.5;22.5;7.2;4.1;23148;11.3;130.89999999999998;151.2
1;3356593;6703104;Vihti;9999;20170529;2017;5;29;3356500;6703500;13.6;18.9;12.3;0.0;27990;10.2;139.49999999999997;151.2
1;3356593;6703104;Vihti;9999;20170530;2017;5;30;3356500;6703500;9.6;15.3;2.2;6.9;26096;8.2;144.09999999999997;158.1
1;3356593;6703104;Vihti;9999;20170531;2017;5;31;3356500;6703500;9.4;14.8;6.7;0.5;8834;9.7;148.49999999999997;158.6
1;3356593;6703104;Vihti;9999;20170601;2017;6;1;3356500;6703500;5.7;10.9;2.7;1.6;20513;7.0;149.19999999999996;160.2
1;3356593;6703104;Vihti;9999;20170602;2017;6;2;3356500;6703500;6.0;9.4;1.8;0.0;17953;6.0;150.19999999999996;160.2
1;3356593;6703104;Vihti;9999;20170603;2017;6;3;3356500;6703500;9.6;15.7;2.8;0.0;30780;5.8;154.79999999999995;160.2
1;3356593;6703104;Vihti;9999;20170604;2017;6;4;3356500;6703500;10.8;17.1;2.2;0.1;26453;5.8;160.59999999999997;160.29999999999998
1;3356593;6703104;Vihti;9999;20170605;2017;6;5;3356500;6703500;10.0;12.8;7.3;5.1;6138;10.6;165.59999999999997;165.39999999999998
1;3356593;6703104;Vihti;9999;20170606;2017;6;6;3356500;6703500;13.6;20.6;7.4;0.0;23465;11.4;174.19999999999996;165.39999999999998
1;3356593;6703104;Vihti;9999;20170607;2017;6;7;3356500;6703500;16.6;22.1;7.1;3.5;35284;10.4;185.79999999999995;168.89999999999998
1;3356593;6703104;Vihti;9999;20170608;2017;6;8;3356500;6703500;11.4;19.1;10.6;17.0;3308;13.3;192.19999999999996;185.89999999999998
1;3356593;6703104;Vihti;9999;20170609;2017;6;9;3356500;6703500;12.7;18.7;9.4;0.1;22702;12.4;199.89999999999995;185.99999999999997
1;3356593;6703104;Vihti;9999;20170610;2017;6;10;3356500;6703500;15.4;21.7;8.4;0.0;29362;12.7;210.29999999999995;185.99999999999997
1;3356593;6703104;Vihti;9999;20170611;2017;6;11;3356500;6703500;16.2;22.2;11.3;3.7;27662;13.3;221.49999999999994;189.69999999999996
1;3356593;6703104;Vihti;9999;20170612;2017;6;12;3356500;6703500;12.4;16.9;10.5;13.6;3341;14.3;228.89999999999995;203.29999999999995
1;3356593;6703104;Vihti;9999;20170613;2017;6;13;3356500;6703500;11.8;15.8;9.9;2.6;8950;12.8;235.69999999999996;205.89999999999995
1;3356593;6703104;Vihti;9999;20170614;2017;6;14;3356500;6703500;13.2;19.7;5.9;0.0;26183;9.2;243.89999999999995;205.89999999999995
1;3356593;6703104;Vihti;9999;20170615;2017;6;15;3356500;6703500;16.0;22.5;6.6;0.0;29405;10.2;254.89999999999995;205.89999999999995
1;3356593;6703104;Vihti;9999;20170616;2017;6;16;3356500;6703500;17.4;23.4;9.1;0.0;32008;11.8;267.29999999999995;205.89999999999995
1;3356593;6703104;Vihti;9999;20170617;2017;6;17;3356500;6703500;18.6;24.6;11.6;0.0;36659;12.6;280.9;205.89999999999995
1;3356593;6703104;Vihti;9999;20170618;2017;6;18;3356500;6703500;17.1;22.2;12.1;0.3;21899;13.9;293.0;206.19999999999996
1;3356593;6703104;Vihti;9999;20170619;2017;6;19;3356500;6703500;17.0;22.0;13.7;7.8;26698;10.3;305.0;213.99999999999997
1;3356593;6703104;Vihti;9999;20170620;2017;6;20;3356500;6703500;11.5;16.9;9.4;3.6;10825;11.9;311.5;217.59999999999997
1;3356593;6703104;Vihti;9999;20170621;2017;6;21;3356500;6703500;11.7;17.1;7.7;2.6;23947;10.4;318.2;220.19999999999996
1;3356593;6703104;Vihti;9999;20170622;2017;6;22;3356500;6703500;11.8;17.3;7.5;1.6;24332;10.4;325.0;221.79999999999995
1;3356593;6703104;Vihti;9999;20170623;2017;6;23;3356500;6703500;10.6;15.7;5.4;0.0;25614;9.1;330.6;221.79999999999995
1;3356593;6703104;Vihti;9999;20170624;2017;6;24;3356500;6703500;11.7;16.5;6.3;5.2;23749;11.0;337.3;226.99999999999994
1;3356593;6703104;Vihti;9999;20170625;2017;6;25;3356500;6703500;13.9;18.1;10.0;0.0;22219;12.8;346.2;226.99999999999994
1;3356593;6703104;Vihti;9999;20170626;2017;6;26;3356500;6703500;12.5;15.8;10.0;6.5;26467;12.2;353.7;233.49999999999994
1;3356593;6703104;Vihti;9999;20170627;2017;6;27;3356500;6703500;13.0;16.7;9.4;0.3;19883;11.9;361.7;233.79999999999995
1;3356593;6703104;Vihti;9999;20170628;2017;6;28;3356500;6703500;14.3;19.5;8.9;0.0;28591;9.1;371.0;233.79999999999995
1;3356593;6703104;Vihti;9999;20170629;2017;6;29;3356500;6703500;16.1;20.8;6.4;0.0;33012;9.6;382.1;233.79999999999995
1;3356593;6703104;Vihti;9999;20170630;2017;6;30;3356500;6703500;17.0;21.1;12.3;0.0;32623;11.0;394.1;233.79999999999995
1;3356593;6703104;Vihti;9999;20170701;2017;7;1;3356500;6703500;14.9;19.7;12.8;0.1;18778;12.4;404.0;233.89999999999995
1;3356593;6703104;Vihti;9999;20170702;2017;7;2;3356500;6703500;16.3;19.8;12.6;0.5;19080;12.5;415.3;234.39999999999995
1;3356593;6703104;Vihti;9999;20170703;2017;7;3;3356500;6703500;14.3;18.5;12.2;1.4;8816;13.9;424.6;235.79999999999995
1;3356593;6703104;Vihti;9999;20170704;2017;7;4;3356500;6703500;13.2;17.5;9.1;2.7;18324;13.3;432.8;238.49999999999994
1;3356593;6703104;Vihti;9999;20170705;2017;7;5;3356500;6703500;13.4;17.6;10.8;0.1;17921;11.3;441.2;238.59999999999994
1;3356593;6703104;Vihti;9999;20170706;2017;7;6;3356500;6703500;10.9;16.4;7.3;0.3;16337;9.6;447.09999999999997;238.89999999999995
1;3356593;6703104;Vihti;9999;20170707;2017;7;7;3356500;6703500;14.4;20.5;5.7;0.0;22273;9.2;456.49999999999994;238.89999999999995
1;3356593;6703104;Vihti;9999;20170708;2017;7;8;3356500;6703500;16.2;22.0;7.7;0.0;25776;10.9;467.69999999999993;238.89999999999995
1;3356593;6703104;Vihti;9999;20170709;2017;7;9;3356500;6703500;16.9;22.1;10.2;0.1;20570;11.7;479.5999999999999;238.99999999999994
1;3356593;6703104;Vihti;9999;20170710;2017;7;10;3356500;6703500;17.2;22.8;9.8;0.0;26143;13.9;491.7999999999999;238.99999999999994
1;3356593;6703104;Vihti;9999;20170711;2017;7;11;3356500;6703500;16.5;19.9;11.5;6.5;9284;16.2;503.2999999999999;245.49999999999994
1;3356593;6703104;Vihti;9999;20170712;2017;7;12;3356500;6703500;17.0;21.8;15.5;0.0;11171;17.0;515.3;245.49999999999994
1;3356593;6703104;Vihti;9999;20170713;2017;7;13;3356500;6703500;13.8;18.3;12.1;4.2;6109;14.5;524.0999999999999;249.69999999999993
1;3356593;6703104;Vihti;9999;20170714;2017;7;14;3356500;6703500;13.9;19.5;9.8;0.0;26687;10.4;532.9999999999999;249.69999999999993
1;3356593;6703104;Vihti;9999;20170715;2017;7;15;3356500;6703500;15.4;21.5;5.8;0.0;31424;10.1;543.3999999999999;249.69999999999993
1;3356593;6703104;Vihti;9999;20170716;2017;7;16;3356500;6703500;16.8;23.2;7.8;0.0;25614;10.1;555.1999999999998;249.69999999999993
1;3356593;6703104;Vihti;9999;20170717;2017;7;17;3356500;6703500;14.3;19.5;9.9;5.7;7913;14.6;564.4999999999998;255.39999999999992
1;3356593;6703104;Vihti;9999;20170718;2017;7;18;3356500;6703500;14.4;20.1;8.6;0.7;20192;11.3;573.8999999999997;256.0999999999999
1;3356593;6703104;Vihti;9999;20170719;2017;7;19;3356500;6703500;12.5;16.2;8.7;1.0;13597;12.2;581.3999999999997;257.0999999999999
1;3356593;6703104;Vihti;9999;20170720;2017;7;20;3356500;6703500;14.2;19.0;10.6;0.3;16722;12.1;590.5999999999998;257.3999999999999
1;3356593;6703104;Vihti;9999;20170721;2017;7;21;3356500;6703500;14.5;19.9;8.0;0.2;21046;11.7;600.0999999999998;257.5999999999999
1;3356593;6703104;Vihti;9999;20170722;2017;7;22;3356500;6703500;14.8;21.0;8.0;3.9;18292;13.2;609.8999999999997;261.4999999999999
1;3356593;6703104;Vihti;9999;20170723;2017;7;23;3356500;6703500;16.4;22.2;8.9;0.0;18688;12.5;621.2999999999997;261.4999999999999
1;3356593;6703104;Vihti;9999;20170724;2017;7;24;3356500;6703500;14.6;19.2;9.4;0.3;11851;14.0;630.8999999999997;261.7999999999999
1;3356593;6703104;Vihti;9999;20170725;2017;7;25;3356500;6703500;15.2;18.7;12.7;0.0;13565;14.9;641.0999999999998;261.7999999999999
1;3356593;6703104;Vihti;9999;20170726;2017;7;26;3356500;6703500;16.8;22.6;11.1;0.0;19822;14.7;652.8999999999997;261.7999999999999
1;3356593;6703104;Vihti;9999;20170727;2017;7;27;3356500;6703500;17.8;23.1;11.2;2.0;33289;14.4;665.6999999999997;263.7999999999999
1;3356593;6703104;Vihti;9999;20170728;2017;7;28;3356500;6703500;18.3;25.0;14.3;0.4;19372;17.5;678.9999999999997;264.1999999999999
1;3356593;6703104;Vihti;9999;20170729;2017;7;29;3356500;6703500;17.4;22.2;13.5;0.2;22468;15.8;691.3999999999996;264.39999999999986
1;3356593;6703104;Vihti;9999;20170730;2017;7;30;3356500;6703500;17.5;22.9;11.1;1.5;17226;15.5;703.8999999999996;265.89999999999986
1;3356593;6703104;Vihti;9999;20170731;2017;7;31;3356500;6703500;16.9;21.9;12.4;0.3;13518;17.2;715.7999999999996;266.1999999999999
1;3356593;6703104;Vihti;9999;20170801;2017;8;1;3356500;6703500;17.8;23.1;13.3;15.2;21874;15.3;728.5999999999996;281.39999999999986
1;3356593;6703104;Vihti;9999;20170802;2017;8;2;3356500;6703500;16.4;20.6;14.6;5.2;7682;16.8;739.9999999999995;286.59999999999985
1;3356593;6703104;Vihti;9999;20170803;2017;8;3;3356500;6703500;17.0;22.2;12.0;8.2;24080;14.1;751.9999999999995;294.79999999999984
1;3356593;6703104;Vihti;9999;20170804;2017;8;4;3356500;6703500;15.4;18.8;12.4;11.5;9180;16.4;762.3999999999995;306.29999999999984
1;3356593;6703104;Vihti;9999;20170805;2017;8;5;3356500;6703500;16.5;20.4;13.9;2.9;15664;16.4;773.8999999999995;309.1999999999998
1;3356593;6703104;Vihti;9999;20170806;2017;8;6;3356500;6703500;15.1;18.2;13.6;9.7;15084;16.0;783.9999999999995;318.8999999999998
1;3356593;6703104;Vihti;9999;20170807;2017;8;7;3356500;6703500;14.6;18.3;12.9;3.7;14512;15.1;793.5999999999996;322.5999999999998
1;3356593;6703104;Vihti;9999;20170808;2017;8;8;3356500;6703500;15.7;21.9;8.5;0.1;17323;13.8;804.2999999999996;322.6999999999998
1;3356593;6703104;Vihti;9999;20170809;2017;8;9;3356500;6703500;17.1;22.3;10.4;0.3;30503;14.6;816.3999999999996;322.99999999999983
1;3356593;6703104;Vihti;9999;20170810;2017;8;10;3356500;6703500;18.0;22.5;14.6;0.3;16423;16.3;829.3999999999996;323.29999999999984
1;3356593;6703104;Vihti;9999;20170811;2017;8;11;3356500;6703500;17.8;23.2;12.1;0.1;20642;16.0;842.1999999999996;323.39999999999986
1;3356593;6703104;Vihti;9999;20170812;2017;8;12;3356500;6703500;18.8;24.9;13.0;11.2;20239;19.1;855.9999999999995;334.59999999999985
1;3356593;6703104;Vihti;9999;20170813;2017;8;13;3356500;6703500;17.0;19.9;15.4;38.0;12028;16.4;867.9999999999995;372.59999999999985
1;3356593;6703104;Vihti;9999;20170814;2017;8;14;3356500;6703500;14.8;20.9;7.9;0.0;19919;11.4;877.7999999999995;372.59999999999985
1;3356593;6703104;Vihti;9999;20170815;2017;8;15;3356500;6703500;15.3;20.5;7.9;0.0;22741;12.5;888.0999999999995;372.59999999999985
1;3356593;6703104;Vihti;9999;20170816;2017;8;16;3356500;6703500;16.2;20.7;9.9;0.1;13788;15.6;899.2999999999995;372.6999999999999
1;3356593;6703104;Vihti;9999;20170817;2017;8;17;3356500;6703500;17.4;20.3;15.0;1.0;5472;17.8;911.6999999999995;373.6999999999999
1;3356593;6703104;Vihti;9999;20170818;2017;8;18;3356500;6703500;17.1;20.9;13.6;1.6;23220;17.0;923.7999999999995;375.2999999999999
1;3356593;6703104;Vihti;9999;20170819;2017;8;19;3356500;6703500;17.1;21.1;14.4;1.7;10847;18.4;935.8999999999995;376.9999999999999
1;3356593;6703104;Vihti;9999;20170820;2017;8;20;3356500;6703500;16.1;20.1;13.9;0.0;31792;14.9;946.9999999999995;376.9999999999999
1;3356593;6703104;Vihti;9999;20170821;2017;8;21;3356500;6703500;15.3;19.2;11.5;0.6;12064;15.1;957.2999999999995;377.5999999999999
1;3356593;6703104;Vihti;9999;20170822;2017;8;22;3356500;6703500;13.2;17.5;10.0;5.3;14706;14.2;965.4999999999995;382.8999999999999
1;3356593;6703104;Vihti;9999;20170823;2017;8;23;3356500;6703500;12.6;16.0;8.4;0.0;18853;12.7;973.0999999999996;382.8999999999999
1;3356593;6703104;Vihti;9999;20170824;2017;8;24;3356500;6703500;12.4;16.6;9.0;0.1;20754;11.2;980.4999999999995;382.99999999999994
1;3356593;6703104;Vihti;9999;20170825;2017;8;25;3356500;6703500;11.0;13.8;6.2;1.4;10490;11.5;986.4999999999995;384.3999999999999
1;3356593;6703104;Vihti;9999;20170826;2017;8;26;3356500;6703500;10.0;14.3;4.9;0.9;12168;10.7;991.4999999999995;385.2999999999999
1;3356593;6703104;Vihti;9999;20170827;2017;8;27;3356500;6703500;10.0;14.5;5.0;0.1;13741;10.2;996.4999999999995;385.3999999999999
1;3356593;6703104;Vihti;9999;20170828;2017;8;28;3356500;6703500;10.8;15.5;5.0;0.0;16373;10.8;1002.2999999999995;385.3999999999999
1;3356593;6703104;Vihti;9999;20170829;2017;8;29;3356500;6703500;13.3;17.5;5.0;0.0;9886;13.8;1010.5999999999995;385.3999999999999
1;3356593;6703104;Vihti;9999;20170830;2017;8;30;3356500;6703500;16.0;19.0;14.2;1.4;9731;16.5;1021.5999999999995;386.7999999999999
1;3356593;6703104;Vihti;9999;20170831;2017;8;31;3356500;6703500;15.7;17.3;13.4;9.0;3366;17.3;1032.2999999999995;395.7999999999999
1;3356593;6703104;Vihti;9999;20170901;2017;9;1;3356500;6703500;14.6;17.0;11.6;0.2;12442;14.4;1041.8999999999994;395.9999999999999
1;3356593;6703104;Vihti;9999;20170902;2017;9;2;3356500;6703500;12.3;15.0;7.1;0.0;12895;12.9;1049.1999999999994;395.9999999999999
